utt_id,audio_path,emotion,intensity,actor,gender,fold
03-01-03-01-02-01-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-01-21.wav,happy,normal,21,M,5
03-01-03-01-02-01-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-01-22.wav,happy,normal,22,F,5
03-01-03-01-02-01-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-01-23.wav,happy,normal,23,M,5
03-01-03-01-02-01-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-01-24.wav,happy,normal,24,F,5
03-01-03-01-02-02-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-01.wav,happy,normal,1,M,1
03-01-03-01-02-02-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-02.wav,happy,normal,2,F,1
03-01-03-01-02-02-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-03.wav,happy,normal,3,M,1
03-01-03-01-02-02-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-04.wav,happy,normal,4,F,1
03-01-03-01-02-02-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-05.wav,happy,normal,5,M,1
03-01-03-01-02-02-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-06.wav,happy,normal,6,F,2
03-01-03-01-02-02-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-07.wav,happy,normal,7,M,2
03-01-03-01-02-02-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-08.wav,happy,normal,8,F,2
03-01-03-01-02-02-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-09.wav,happy,normal,9,M,2
03-01-03-01-02-02-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-10.wav,happy,normal,10,F,2
03-01-03-01-02-02-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-11.wav,happy,normal,11,M,3
03-01-03-01-02-02-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-12.wav,happy,normal,12,F,3
03-01-03-01-02-02-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-13.wav,happy,normal,13,M,3
03-01-03-01-02-02-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-14.wav,happy,normal,14,F,3
03-01-03-01-02-02-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-15.wav,happy,normal,15,M,3
03-01-03-01-02-02-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-16.wav,happy,normal,16,F,4
03-01-03-01-02-02-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-17.wav,happy,normal,17,M,4
03-01-03-01-02-02-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-18.wav,happy,normal,18,F,4
03-01-03-01-02-02-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-19.wav,happy,normal,19,M,4
03-01-03-01-02-02-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-20.wav,happy,normal,20,F,4
03-01-03-01-02-02-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-21.wav,happy,normal,21,M,5
03-01-03-01-02-02-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-22.wav,happy,normal,22,F,5
03-01-03-01-02-02-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-23.wav,happy,normal,23,M,5
03-01-03-01-02-02-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-01-02-02-24.wav,happy,normal,24,F,5
03-01-03-02-01-01-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-01.wav,happy,strong,1,M,1
03-01-03-02-01-01-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-02.wav,happy,strong,2,F,1
03-01-03-02-01-01-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-03.wav,happy,strong,3,M,1
03-01-03-02-01-01-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-04.wav,happy,strong,4,F,1
03-01-03-02-01-01-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-05.wav,happy,strong,5,M,1
03-01-03-02-01-01-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-06.wav,happy,strong,6,F,2
03-01-03-02-01-01-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-07.wav,happy,strong,7,M,2
03-01-03-02-01-01-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-08.wav,happy,strong,8,F,2
03-01-03-02-01-01-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-09.wav,happy,strong,9,M,2
03-01-03-02-01-01-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-10.wav,happy,strong,10,F,2
03-01-03-02-01-01-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-11.wav,happy,strong,11,M,3
03-01-03-02-01-01-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-12.wav,happy,strong,12,F,3
03-01-03-02-01-01-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-13.wav,happy,strong,13,M,3
03-01-03-02-01-01-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-14.wav,happy,strong,14,F,3
03-01-03-02-01-01-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-15.wav,happy,strong,15,M,3
03-01-03-02-01-01-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-16.wav,happy,strong,16,F,4
03-01-03-02-01-01-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-17.wav,happy,strong,17,M,4
03-01-03-02-01-01-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-18.wav,happy,strong,18,F,4
03-01-03-02-01-01-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-19.wav,happy,strong,19,M,4
03-01-03-02-01-01-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-20.wav,happy,strong,20,F,4
03-01-03-02-01-01-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-21.wav,happy,strong,21,M,5
03-01-03-02-01-01-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-22.wav,happy,strong,22,F,5
03-01-03-02-01-01-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-23.wav,happy,strong,23,M,5
03-01-03-02-01-01-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-01-24.wav,happy,strong,24,F,5
03-01-03-02-01-02-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-01.wav,happy,strong,1,M,1
03-01-03-02-01-02-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-02.wav,happy,strong,2,F,1
03-01-03-02-01-02-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-03.wav,happy,strong,3,M,1
03-01-03-02-01-02-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-04.wav,happy,strong,4,F,1
03-01-03-02-01-02-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-05.wav,happy,strong,5,M,1
03-01-03-02-01-02-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-06.wav,happy,strong,6,F,2
03-01-03-02-01-02-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-07.wav,happy,strong,7,M,2
03-01-03-02-01-02-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-08.wav,happy,strong,8,F,2
03-01-03-02-01-02-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-09.wav,happy,strong,9,M,2
03-01-03-02-01-02-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-10.wav,happy,strong,10,F,2
03-01-03-02-01-02-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-11.wav,happy,strong,11,M,3
03-01-03-02-01-02-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-12.wav,happy,strong,12,F,3
03-01-03-02-01-02-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-13.wav,happy,strong,13,M,3
03-01-03-02-01-02-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-14.wav,happy,strong,14,F,3
03-01-03-02-01-02-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-15.wav,happy,strong,15,M,3
03-01-03-02-01-02-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-16.wav,happy,strong,16,F,4
03-01-03-02-01-02-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-17.wav,happy,strong,17,M,4
03-01-03-02-01-02-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-18.wav,happy,strong,18,F,4
03-01-03-02-01-02-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-19.wav,happy,strong,19,M,4
03-01-03-02-01-02-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-20.wav,happy,strong,20,F,4
03-01-03-02-01-02-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-21.wav,happy,strong,21,M,5
03-01-03-02-01-02-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-22.wav,happy,strong,22,F,5
03-01-03-02-01-02-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-23.wav,happy,strong,23,M,5
03-01-03-02-01-02-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-01-02-24.wav,happy,strong,24,F,5
03-01-03-02-02-01-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-01.wav,happy,strong,1,M,1
03-01-03-02-02-01-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-02.wav,happy,strong,2,F,1
03-01-03-02-02-01-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-03.wav,happy,strong,3,M,1
03-01-03-02-02-01-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-04.wav,happy,strong,4,F,1
03-01-03-02-02-01-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-05.wav,happy,strong,5,M,1
03-01-03-02-02-01-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-06.wav,happy,strong,6,F,2
03-01-03-02-02-01-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-07.wav,happy,strong,7,M,2
03-01-03-02-02-01-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-08.wav,happy,strong,8,F,2
03-01-03-02-02-01-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-09.wav,happy,strong,9,M,2
03-01-03-02-02-01-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-10.wav,happy,strong,10,F,2
03-01-03-02-02-01-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-11.wav,happy,strong,11,M,3
03-01-03-02-02-01-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-12.wav,happy,strong,12,F,3
03-01-03-02-02-01-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-13.wav,happy,strong,13,M,3
03-01-03-02-02-01-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-14.wav,happy,strong,14,F,3
03-01-03-02-02-01-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-15.wav,happy,strong,15,M,3
03-01-03-02-02-01-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-16.wav,happy,strong,16,F,4
03-01-03-02-02-01-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-17.wav,happy,strong,17,M,4
03-01-03-02-02-01-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-18.wav,happy,strong,18,F,4
03-01-03-02-02-01-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-19.wav,happy,strong,19,M,4
03-01-03-02-02-01-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-20.wav,happy,strong,20,F,4
03-01-03-02-02-01-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-21.wav,happy,strong,21,M,5
03-01-03-02-02-01-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-22.wav,happy,strong,22,F,5
03-01-03-02-02-01-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-23.wav,happy,strong,23,M,5
03-01-03-02-02-01-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-01-24.wav,happy,strong,24,F,5
03-01-03-02-02-02-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-01.wav,happy,strong,1,M,1
03-01-03-02-02-02-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-02.wav,happy,strong,2,F,1
03-01-03-02-02-02-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-03.wav,happy,strong,3,M,1
03-01-03-02-02-02-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-04.wav,happy,strong,4,F,1
03-01-03-02-02-02-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-05.wav,happy,strong,5,M,1
03-01-03-02-02-02-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-06.wav,happy,strong,6,F,2
03-01-03-02-02-02-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-07.wav,happy,strong,7,M,2
03-01-03-02-02-02-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-08.wav,happy,strong,8,F,2
03-01-03-02-02-02-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-09.wav,happy,strong,9,M,2
03-01-03-02-02-02-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-10.wav,happy,strong,10,F,2
03-01-03-02-02-02-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-11.wav,happy,strong,11,M,3
03-01-03-02-02-02-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-12.wav,happy,strong,12,F,3
03-01-03-02-02-02-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-13.wav,happy,strong,13,M,3
03-01-03-02-02-02-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-14.wav,happy,strong,14,F,3
03-01-03-02-02-02-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-15.wav,happy,strong,15,M,3
03-01-03-02-02-02-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-16.wav,happy,strong,16,F,4
03-01-03-02-02-02-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-17.wav,happy,strong,17,M,4
03-01-03-02-02-02-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-18.wav,happy,strong,18,F,4
03-01-03-02-02-02-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-19.wav,happy,strong,19,M,4
03-01-03-02-02-02-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-20.wav,happy,strong,20,F,4
03-01-03-02-02-02-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-21.wav,happy,strong,21,M,5
03-01-03-02-02-02-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-22.wav,happy,strong,22,F,5
03-01-03-02-02-02-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-23.wav,happy,strong,23,M,5
03-01-03-02-02-02-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-03-02-02-02-24.wav,happy,strong,24,F,5
03-01-04-01-01-01-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-01.wav,sad,normal,1,M,1
03-01-04-01-01-01-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-02.wav,sad,normal,2,F,1
03-01-04-01-01-01-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-03.wav,sad,normal,3,M,1
03-01-04-01-01-01-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-04.wav,sad,normal,4,F,1
03-01-04-01-01-01-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-05.wav,sad,normal,5,M,1
03-01-04-01-01-01-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-06.wav,sad,normal,6,F,2
03-01-04-01-01-01-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-07.wav,sad,normal,7,M,2
03-01-04-01-01-01-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-08.wav,sad,normal,8,F,2
03-01-04-01-01-01-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-09.wav,sad,normal,9,M,2
03-01-04-01-01-01-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-10.wav,sad,normal,10,F,2
03-01-04-01-01-01-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-11.wav,sad,normal,11,M,3
03-01-04-01-01-01-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-12.wav,sad,normal,12,F,3
03-01-04-01-01-01-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-13.wav,sad,normal,13,M,3
03-01-04-01-01-01-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-14.wav,sad,normal,14,F,3
03-01-04-01-01-01-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-15.wav,sad,normal,15,M,3
03-01-04-01-01-01-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-16.wav,sad,normal,16,F,4
03-01-04-01-01-01-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-17.wav,sad,normal,17,M,4
03-01-04-01-01-01-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-18.wav,sad,normal,18,F,4
03-01-04-01-01-01-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-19.wav,sad,normal,19,M,4
03-01-04-01-01-01-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-20.wav,sad,normal,20,F,4
03-01-04-01-01-01-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-21.wav,sad,normal,21,M,5
03-01-04-01-01-01-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-22.wav,sad,normal,22,F,5
03-01-04-01-01-01-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-23.wav,sad,normal,23,M,5
03-01-04-01-01-01-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-01-24.wav,sad,normal,24,F,5
03-01-04-01-01-02-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-01.wav,sad,normal,1,M,1
03-01-04-01-01-02-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-02.wav,sad,normal,2,F,1
03-01-04-01-01-02-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-03.wav,sad,normal,3,M,1
03-01-04-01-01-02-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-04.wav,sad,normal,4,F,1
03-01-04-01-01-02-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-05.wav,sad,normal,5,M,1
03-01-04-01-01-02-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-06.wav,sad,normal,6,F,2
03-01-04-01-01-02-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-07.wav,sad,normal,7,M,2
03-01-04-01-01-02-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-08.wav,sad,normal,8,F,2
03-01-04-01-01-02-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-09.wav,sad,normal,9,M,2
03-01-04-01-01-02-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-10.wav,sad,normal,10,F,2
03-01-04-01-01-02-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-11.wav,sad,normal,11,M,3
03-01-04-01-01-02-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-12.wav,sad,normal,12,F,3
03-01-04-01-01-02-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-13.wav,sad,normal,13,M,3
03-01-04-01-01-02-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-14.wav,sad,normal,14,F,3
03-01-04-01-01-02-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-15.wav,sad,normal,15,M,3
03-01-04-01-01-02-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-16.wav,sad,normal,16,F,4
03-01-04-01-01-02-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-17.wav,sad,normal,17,M,4
03-01-04-01-01-02-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-18.wav,sad,normal,18,F,4
03-01-04-01-01-02-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-19.wav,sad,normal,19,M,4
03-01-04-01-01-02-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-20.wav,sad,normal,20,F,4
03-01-04-01-01-02-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-21.wav,sad,normal,21,M,5
03-01-04-01-01-02-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-22.wav,sad,normal,22,F,5
03-01-04-01-01-02-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-23.wav,sad,normal,23,M,5
03-01-04-01-01-02-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-01-02-24.wav,sad,normal,24,F,5
03-01-04-01-02-01-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-02-01-01.wav,sad,normal,1,M,1
03-01-04-01-02-01-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-02-01-02.wav,sad,normal,2,F,1
03-01-04-01-02-01-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-02-01-03.wav,sad,normal,3,M,1
03-01-04-01-02-01-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-02-01-04.wav,sad,normal,4,F,1
03-01-04-01-02-01-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-02-01-05.wav,sad,normal,5,M,1
03-01-04-01-02-01-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-02-01-06.wav,sad,normal,6,F,2
03-01-04-01-02-01-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-04-01-02-01-07.wav,sad,normal,7,M,2
