utt_id,audio_path,label,fold,family,source,inst_id,pitch,velocity
keyboard_electronic_020-091-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_020-091-100.wav,keyboard,1,keyboard,electronic,20,91,100
keyboard_electronic_065-060-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_065-060-025.wav,keyboard,1,keyboard,electronic,65,60,25
keyboard_acoustic_014-036-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_014-036-100.wav,keyboard,1,keyboard,acoustic,14,36,100
keyboard_electronic_055-103-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_055-103-050.wav,keyboard,2,keyboard,electronic,55,103,50
keyboard_electronic_074-068-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_074-068-127.wav,keyboard,2,keyboard,electronic,74,68,127
keyboard_electronic_053-076-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_053-076-075.wav,keyboard,1,keyboard,electronic,53,76,75
keyboard_electronic_064-091-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_064-091-127.wav,keyboard,2,keyboard,electronic,64,91,127
keyboard_synthetic_002-043-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_002-043-075.wav,keyboard,3,keyboard,synthetic,2,43,75
keyboard_acoustic_009-087-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_009-087-075.wav,keyboard,3,keyboard,acoustic,9,87,75
keyboard_electronic_020-049-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_020-049-050.wav,keyboard,5,keyboard,electronic,20,49,50
keyboard_electronic_030-096-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_030-096-127.wav,keyboard,4,keyboard,electronic,30,96,127
keyboard_acoustic_003-066-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_003-066-127.wav,keyboard,2,keyboard,acoustic,3,66,127
keyboard_synthetic_007-079-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_007-079-127.wav,keyboard,5,keyboard,synthetic,7,79,127
keyboard_synthetic_011-050-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_011-050-127.wav,keyboard,3,keyboard,synthetic,11,50,127
keyboard_electronic_004-064-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_004-064-100.wav,keyboard,2,keyboard,electronic,4,64,100
keyboard_electronic_047-024-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_047-024-075.wav,keyboard,4,keyboard,electronic,47,24,75
keyboard_electronic_047-053-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_047-053-075.wav,keyboard,4,keyboard,electronic,47,53,75
keyboard_electronic_092-023-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_092-023-127.wav,keyboard,5,keyboard,electronic,92,23,127
keyboard_electronic_034-029-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_034-029-025.wav,keyboard,2,keyboard,electronic,34,29,25
keyboard_electronic_093-075-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_093-075-075.wav,keyboard,5,keyboard,electronic,93,75,75
keyboard_acoustic_002-045-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_002-045-100.wav,keyboard,1,keyboard,acoustic,2,45,100
keyboard_synthetic_010-037-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_010-037-075.wav,keyboard,2,keyboard,synthetic,10,37,75
keyboard_electronic_091-050-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_091-050-100.wav,keyboard,5,keyboard,electronic,91,50,100
keyboard_electronic_005-081-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_005-081-025.wav,keyboard,4,keyboard,electronic,5,81,25
keyboard_synthetic_010-041-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_010-041-025.wav,keyboard,1,keyboard,synthetic,10,41,25
keyboard_electronic_031-038-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_031-038-025.wav,keyboard,3,keyboard,electronic,31,38,25
keyboard_synthetic_003-043-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_003-043-025.wav,keyboard,1,keyboard,synthetic,3,43,25
keyboard_electronic_024-080-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_024-080-050.wav,keyboard,2,keyboard,electronic,24,80,50
keyboard_electronic_080-079-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_080-079-100.wav,keyboard,5,keyboard,electronic,80,79,100
keyboard_synthetic_009-090-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_009-090-025.wav,keyboard,5,keyboard,synthetic,9,90,25
keyboard_electronic_091-085-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_091-085-127.wav,keyboard,4,keyboard,electronic,91,85,127
keyboard_acoustic_009-022-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_009-022-025.wav,keyboard,3,keyboard,acoustic,9,22,25
keyboard_electronic_013-089-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_013-089-025.wav,keyboard,5,keyboard,electronic,13,89,25
keyboard_acoustic_009-081-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_009-081-127.wav,keyboard,3,keyboard,acoustic,9,81,127
keyboard_acoustic_012-066-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_012-066-075.wav,keyboard,4,keyboard,acoustic,12,66,75
keyboard_acoustic_017-107-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_017-107-050.wav,keyboard,4,keyboard,acoustic,17,107,50
keyboard_acoustic_017-046-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_017-046-100.wav,keyboard,1,keyboard,acoustic,17,46,100
keyboard_electronic_047-080-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_047-080-025.wav,keyboard,3,keyboard,electronic,47,80,25
keyboard_electronic_032-108-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_032-108-050.wav,keyboard,1,keyboard,electronic,32,108,50
keyboard_electronic_000-097-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_000-097-075.wav,keyboard,3,keyboard,electronic,0,97,75
keyboard_acoustic_019-096-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_019-096-025.wav,keyboard,4,keyboard,acoustic,19,96,25
keyboard_electronic_093-087-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_093-087-025.wav,keyboard,3,keyboard,electronic,93,87,25
keyboard_electronic_090-087-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_090-087-127.wav,keyboard,1,keyboard,electronic,90,87,127
keyboard_synthetic_010-050-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_010-050-050.wav,keyboard,1,keyboard,synthetic,10,50,50
keyboard_electronic_016-081-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_016-081-050.wav,keyboard,2,keyboard,electronic,16,81,50
keyboard_electronic_065-101-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_065-101-075.wav,keyboard,1,keyboard,electronic,65,101,75
keyboard_electronic_035-062-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_035-062-075.wav,keyboard,3,keyboard,electronic,35,62,75
keyboard_acoustic_017-082-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_017-082-025.wav,keyboard,5,keyboard,acoustic,17,82,25
keyboard_acoustic_006-101-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_006-101-050.wav,keyboard,3,keyboard,acoustic,6,101,50
keyboard_electronic_096-062-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_096-062-127.wav,keyboard,5,keyboard,electronic,96,62,127
keyboard_electronic_009-062-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_009-062-100.wav,keyboard,1,keyboard,electronic,9,62,100
keyboard_electronic_005-021-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_005-021-075.wav,keyboard,5,keyboard,electronic,5,21,75
keyboard_acoustic_008-095-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_008-095-100.wav,keyboard,1,keyboard,acoustic,8,95,100
keyboard_electronic_066-086-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_066-086-050.wav,keyboard,1,keyboard,electronic,66,86,50
keyboard_acoustic_010-056-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_010-056-025.wav,keyboard,4,keyboard,acoustic,10,56,25
keyboard_acoustic_006-023-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_006-023-075.wav,keyboard,3,keyboard,acoustic,6,23,75
keyboard_electronic_033-051-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_033-051-100.wav,keyboard,3,keyboard,electronic,33,51,100
keyboard_electronic_106-061-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_106-061-127.wav,keyboard,1,keyboard,electronic,106,61,127
keyboard_electronic_049-060-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_049-060-025.wav,keyboard,3,keyboard,electronic,49,60,25
keyboard_acoustic_002-024-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_002-024-025.wav,keyboard,4,keyboard,acoustic,2,24,25
keyboard_electronic_059-034-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_059-034-075.wav,keyboard,4,keyboard,electronic,59,34,75
keyboard_acoustic_007-104-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_007-104-025.wav,keyboard,1,keyboard,acoustic,7,104,25
keyboard_electronic_050-021-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_050-021-075.wav,keyboard,5,keyboard,electronic,50,21,75
keyboard_electronic_027-092-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_027-092-127.wav,keyboard,1,keyboard,electronic,27,92,127
keyboard_electronic_058-035-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_058-035-100.wav,keyboard,3,keyboard,electronic,58,35,100
keyboard_electronic_008-029-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_008-029-075.wav,keyboard,1,keyboard,electronic,8,29,75
keyboard_electronic_068-093-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_068-093-050.wav,keyboard,4,keyboard,electronic,68,93,50
keyboard_electronic_109-082-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_109-082-100.wav,keyboard,4,keyboard,electronic,109,82,100
keyboard_electronic_037-061-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_037-061-100.wav,keyboard,2,keyboard,electronic,37,61,100
keyboard_electronic_022-087-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_022-087-050.wav,keyboard,5,keyboard,electronic,22,87,50
keyboard_electronic_084-048-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_084-048-075.wav,keyboard,3,keyboard,electronic,84,48,75
keyboard_electronic_034-023-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_034-023-127.wav,keyboard,1,keyboard,electronic,34,23,127
keyboard_electronic_109-082-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_109-082-127.wav,keyboard,1,keyboard,electronic,109,82,127
keyboard_electronic_068-066-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_068-066-075.wav,keyboard,1,keyboard,electronic,68,66,75
keyboard_electronic_090-037-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_090-037-075.wav,keyboard,1,keyboard,electronic,90,37,75
keyboard_electronic_097-038-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_097-038-050.wav,keyboard,5,keyboard,electronic,97,38,50
keyboard_acoustic_009-045-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_009-045-127.wav,keyboard,4,keyboard,acoustic,9,45,127
keyboard_electronic_038-038-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_038-038-025.wav,keyboard,2,keyboard,electronic,38,38,25
keyboard_electronic_068-046-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_068-046-075.wav,keyboard,5,keyboard,electronic,68,46,75
keyboard_electronic_044-030-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_044-030-050.wav,keyboard,2,keyboard,electronic,44,30,50
keyboard_electronic_071-045-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_071-045-075.wav,keyboard,5,keyboard,electronic,71,45,75
keyboard_acoustic_014-061-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_014-061-127.wav,keyboard,3,keyboard,acoustic,14,61,127
keyboard_electronic_101-081-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_101-081-100.wav,keyboard,2,keyboard,electronic,101,81,100
keyboard_electronic_029-064-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_029-064-025.wav,keyboard,4,keyboard,electronic,29,64,25
keyboard_acoustic_008-066-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_008-066-025.wav,keyboard,5,keyboard,acoustic,8,66,25
keyboard_electronic_053-051-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_053-051-075.wav,keyboard,4,keyboard,electronic,53,51,75
keyboard_electronic_056-067-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_056-067-050.wav,keyboard,1,keyboard,electronic,56,67,50
keyboard_electronic_077-045-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_077-045-025.wav,keyboard,2,keyboard,electronic,77,45,25
keyboard_electronic_079-030-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_079-030-100.wav,keyboard,1,keyboard,electronic,79,30,100
keyboard_electronic_099-087-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_099-087-127.wav,keyboard,2,keyboard,electronic,99,87,127
keyboard_synthetic_006-107-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_006-107-025.wav,keyboard,2,keyboard,synthetic,6,107,25
keyboard_electronic_040-096-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_040-096-127.wav,keyboard,3,keyboard,electronic,40,96,127
keyboard_electronic_036-050-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_036-050-075.wav,keyboard,5,keyboard,electronic,36,50,75
keyboard_electronic_031-041-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_031-041-127.wav,keyboard,4,keyboard,electronic,31,41,127
keyboard_electronic_019-033-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_019-033-100.wav,keyboard,3,keyboard,electronic,19,33,100
keyboard_electronic_081-100-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_081-100-100.wav,keyboard,1,keyboard,electronic,81,100,100
keyboard_synthetic_003-093-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_003-093-050.wav,keyboard,4,keyboard,synthetic,3,93,50
keyboard_electronic_064-059-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_064-059-127.wav,keyboard,5,keyboard,electronic,64,59,127
keyboard_electronic_101-042-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_101-042-050.wav,keyboard,4,keyboard,electronic,101,42,50
keyboard_electronic_012-046-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_012-046-025.wav,keyboard,1,keyboard,electronic,12,46,25
keyboard_acoustic_011-056-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_011-056-075.wav,keyboard,5,keyboard,acoustic,11,56,75
keyboard_acoustic_005-028-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_005-028-127.wav,keyboard,3,keyboard,acoustic,5,28,127
keyboard_synthetic_008-065-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_008-065-025.wav,keyboard,1,keyboard,synthetic,8,65,25
keyboard_electronic_039-094-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_039-094-100.wav,keyboard,5,keyboard,electronic,39,94,100
keyboard_electronic_015-095-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_015-095-075.wav,keyboard,1,keyboard,electronic,15,95,75
keyboard_electronic_102-050-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_102-050-050.wav,keyboard,1,keyboard,electronic,102,50,50
keyboard_acoustic_006-070-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_006-070-100.wav,keyboard,3,keyboard,acoustic,6,70,100
keyboard_electronic_062-089-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_062-089-050.wav,keyboard,4,keyboard,electronic,62,89,50
keyboard_electronic_077-036-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_077-036-050.wav,keyboard,1,keyboard,electronic,77,36,50
keyboard_electronic_009-025-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_009-025-075.wav,keyboard,3,keyboard,electronic,9,25,75
keyboard_electronic_071-035-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_071-035-025.wav,keyboard,3,keyboard,electronic,71,35,25
keyboard_electronic_010-030-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_010-030-127.wav,keyboard,5,keyboard,electronic,10,30,127
keyboard_electronic_058-077-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_058-077-025.wav,keyboard,1,keyboard,electronic,58,77,25
keyboard_electronic_060-048-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_060-048-100.wav,keyboard,3,keyboard,electronic,60,48,100
keyboard_electronic_041-074-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_041-074-100.wav,keyboard,1,keyboard,electronic,41,74,100
keyboard_electronic_095-058-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_095-058-025.wav,keyboard,1,keyboard,electronic,95,58,25
keyboard_electronic_055-022-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_055-022-100.wav,keyboard,3,keyboard,electronic,55,22,100
keyboard_electronic_068-066-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_068-066-025.wav,keyboard,4,keyboard,electronic,68,66,25
keyboard_electronic_094-056-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_094-056-100.wav,keyboard,1,keyboard,electronic,94,56,100
keyboard_electronic_018-028-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_018-028-127.wav,keyboard,5,keyboard,electronic,18,28,127
keyboard_electronic_100-059-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_100-059-025.wav,keyboard,3,keyboard,electronic,100,59,25
keyboard_electronic_052-075-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_052-075-100.wav,keyboard,1,keyboard,electronic,52,75,100
keyboard_electronic_076-047-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_076-047-127.wav,keyboard,2,keyboard,electronic,76,47,127
keyboard_electronic_048-047-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_048-047-075.wav,keyboard,2,keyboard,electronic,48,47,75
keyboard_electronic_042-043-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_042-043-075.wav,keyboard,4,keyboard,electronic,42,43,75
keyboard_electronic_050-100-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_050-100-075.wav,keyboard,3,keyboard,electronic,50,100,75
keyboard_electronic_064-077-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_064-077-025.wav,keyboard,2,keyboard,electronic,64,77,25
keyboard_electronic_009-076-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_009-076-100.wav,keyboard,4,keyboard,electronic,9,76,100
keyboard_electronic_057-031-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_057-031-127.wav,keyboard,5,keyboard,electronic,57,31,127
keyboard_electronic_014-046-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_014-046-075.wav,keyboard,3,keyboard,electronic,14,46,75
keyboard_electronic_104-031-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_104-031-127.wav,keyboard,5,keyboard,electronic,104,31,127
keyboard_electronic_083-052-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_083-052-100.wav,keyboard,4,keyboard,electronic,83,52,100
keyboard_electronic_024-074-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_024-074-025.wav,keyboard,2,keyboard,electronic,24,74,25
keyboard_electronic_023-057-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_023-057-025.wav,keyboard,1,keyboard,electronic,23,57,25
keyboard_electronic_068-059-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_068-059-050.wav,keyboard,2,keyboard,electronic,68,59,50
keyboard_acoustic_019-072-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_019-072-127.wav,keyboard,5,keyboard,acoustic,19,72,127
keyboard_electronic_063-105-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_063-105-100.wav,keyboard,5,keyboard,electronic,63,105,100
keyboard_electronic_088-029-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_088-029-075.wav,keyboard,2,keyboard,electronic,88,29,75
keyboard_synthetic_008-037-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_008-037-075.wav,keyboard,2,keyboard,synthetic,8,37,75
keyboard_electronic_090-105-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_090-105-025.wav,keyboard,4,keyboard,electronic,90,105,25
keyboard_electronic_050-083-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_050-083-025.wav,keyboard,4,keyboard,electronic,50,83,25
keyboard_electronic_004-073-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_004-073-075.wav,keyboard,3,keyboard,electronic,4,73,75
keyboard_synthetic_007-049-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_007-049-075.wav,keyboard,5,keyboard,synthetic,7,49,75
keyboard_electronic_043-065-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_043-065-127.wav,keyboard,3,keyboard,electronic,43,65,127
keyboard_electronic_075-084-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_075-084-075.wav,keyboard,2,keyboard,electronic,75,84,75
keyboard_electronic_017-091-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_017-091-127.wav,keyboard,4,keyboard,electronic,17,91,127
keyboard_electronic_049-052-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_049-052-075.wav,keyboard,2,keyboard,electronic,49,52,75
keyboard_electronic_010-100-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_010-100-050.wav,keyboard,2,keyboard,electronic,10,100,50
keyboard_electronic_012-073-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_012-073-100.wav,keyboard,4,keyboard,electronic,12,73,100
keyboard_electronic_075-028-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_075-028-127.wav,keyboard,3,keyboard,electronic,75,28,127
keyboard_electronic_007-100-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_007-100-075.wav,keyboard,4,keyboard,electronic,7,100,75
keyboard_electronic_080-036-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_080-036-025.wav,keyboard,1,keyboard,electronic,80,36,25
keyboard_electronic_097-058-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_097-058-025.wav,keyboard,3,keyboard,electronic,97,58,25
keyboard_electronic_077-059-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_077-059-075.wav,keyboard,4,keyboard,electronic,77,59,75
keyboard_electronic_076-048-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_076-048-100.wav,keyboard,3,keyboard,electronic,76,48,100
keyboard_synthetic_003-049-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_synthetic_003-049-050.wav,keyboard,3,keyboard,synthetic,3,49,50
keyboard_acoustic_013-027-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_013-027-127.wav,keyboard,1,keyboard,acoustic,13,27,127
keyboard_electronic_018-046-050,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_018-046-050.wav,keyboard,1,keyboard,electronic,18,46,50
keyboard_electronic_034-025-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_034-025-025.wav,keyboard,3,keyboard,electronic,34,25,25
keyboard_electronic_102-051-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_102-051-127.wav,keyboard,1,keyboard,electronic,102,51,127
keyboard_electronic_043-023-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_043-023-025.wav,keyboard,1,keyboard,electronic,43,23,25
keyboard_electronic_056-071-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_056-071-075.wav,keyboard,3,keyboard,electronic,56,71,75
keyboard_electronic_004-108-127,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_004-108-127.wav,keyboard,1,keyboard,electronic,4,108,127
keyboard_electronic_100-060-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_100-060-100.wav,keyboard,5,keyboard,electronic,100,60,100
keyboard_electronic_056-049-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_056-049-100.wav,keyboard,2,keyboard,electronic,56,49,100
keyboard_electronic_096-071-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_096-071-025.wav,keyboard,3,keyboard,electronic,96,71,25
keyboard_electronic_025-045-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_025-045-075.wav,keyboard,5,keyboard,electronic,25,45,75
keyboard_electronic_060-029-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_060-029-075.wav,keyboard,3,keyboard,electronic,60,29,75
keyboard_electronic_090-072-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_090-072-025.wav,keyboard,2,keyboard,electronic,90,72,25
keyboard_electronic_049-030-100,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_049-030-100.wav,keyboard,4,keyboard,electronic,49,30,100
keyboard_acoustic_009-031-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_009-031-075.wav,keyboard,5,keyboard,acoustic,9,31,75
keyboard_electronic_018-068-025,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_electronic_018-068-025.wav,keyboard,5,keyboard,electronic,18,68,25
keyboard_acoustic_003-040-075,/mnt/tmp/datasets/music/nsynth/train_30k/keyboard_acoustic_003-040-075.wav,keyboard,2,keyboard,acoustic,3,40,75
